cnr,courtName,stateName,caseType,case_type_name,filing_date,decision_date,duration_days,duration_days_capped,duration_days_log,tier,filing_month,filing_day,filing_dayofweek,is_old_case,is_very_old_case
RJHC010435602024,High Court of Rajasthan (Jodhpur),Rajasthan,CRL_A,Criminal Appeal,2024-05-31,2024-08-12,73,73.0,4.304065093204169,hc,5,31,4,0,0
RJHC010520122023,High Court of Rajasthan (Jodhpur),Rajasthan,CRL_A,Criminal Appeal,2023-07-28,2024-09-20,420,420.0,6.042632833682381,hc,7,28,4,1,0
RJHC010351362024,High Court of Rajasthan (Jodhpur),Rajasthan,CRL_A,Criminal Appeal,2024-05-08,2024-11-21,197,197.0,5.288267030694535,hc,5,8,2,0,0
RJHC010334672024,High Court of Rajasthan (Jodhpur),Rajasthan,CRL_A,Criminal Appeal,2024-05-01,2024-07-04,64,64.0,4.174387269895637,hc,5,1,2,0,0
RJHC010234452015,High Court of Rajasthan (Jodhpur),Rajasthan,CRL_A,Criminal Appeal,2015-03-12,2024-11-11,3532,3532.0,8.169902647359145,hc,3,12,3,1,1
RJHC010319692023,High Court of Rajasthan (Jodhpur),Rajasthan,CRL_A,Criminal Appeal,2023-05-12,2024-04-18,342,342.0,5.83773044716594,hc,5,12,4,1,0
RJHC010253592014,High Court of Rajasthan (Jodhpur),Rajasthan,CRL_A,Criminal Appeal,2014-04-05,2024-02-19,3607,3607.0,8.190908881182514,hc,4,5,5,1,1
HCBM010073972018,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2018-02-12,2024-04-03,2242,2242.0,7.715569534520208,hc,2,12,0,1,1
HCBM010496562017,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2017-11-17,2024-10-11,2520,2520.0,7.83241092718792,hc,11,17,4,1,1
HCBM010441852015,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2015-10-14,2024-12-20,3355,3355.0,8.118505067587098,hc,10,14,2,1,1
HCBM010340792019,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2019-07-18,2024-05-02,1750,1750.0,7.467942332285852,hc,7,18,3,1,1
HCBM010510922017,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2017-11-20,2024-03-21,2313,2313.0,7.746732907753622,hc,11,20,0,1,1
HCBM010327212019,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2019-07-11,2024-09-26,1904,1904.0,7.552237287560802,hc,7,11,3,1,1
HCBM010170812018,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2018-04-06,2024-09-03,2342,2342.0,7.759187438507795,hc,4,6,4,1,1
HCBM010091512019,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2019-02-18,2024-07-02,1961,1961.0,7.581719640125308,hc,2,18,0,1,1
HCBM010377652017,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2017-08-11,2024-01-05,2338,2338.0,7.757478766584179,hc,8,11,4,1,1
HCBM010353362017,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2017-06-05,2024-02-23,2454,2454.0,7.805882040228621,hc,6,5,0,1,1
HCBM010250792019,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2019-05-23,2024-11-21,2009,2009.0,7.605890001053122,hc,5,23,3,1,1
HCBM010111002017,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2017-03-07,2024-11-11,2806,2806.0,7.939871576361883,hc,3,7,1,1,1
HCBM010371642015,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2015-09-04,2024-06-18,3210,3210.0,8.074337694089515,hc,9,4,4,1,1
HCBM010438162016,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2016-10-13,2024-01-22,2657,2657.0,7.88532923927319,hc,10,13,3,1,1
HCBM010226052018,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2018-04-25,2024-02-05,2112,2112.0,7.655864017616056,hc,4,25,2,1,1
HCBM010026722013,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2013-01-18,2024-06-18,4169,4169.0,8.335671314792847,hc,1,18,4,1,1
HCBM010307952018,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2018-06-28,2024-01-05,2017,2017.0,7.609862200913554,hc,6,28,3,1,1
HCBM010414222019,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2019-08-29,2024-11-21,1911,1911.0,7.555905093611346,hc,8,29,3,1,1
HCBM010383002016,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2016-09-14,2024-01-22,2686,2686.0,7.8961806086154915,hc,9,14,2,1,1
HCBM010226132018,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2018-04-25,2024-02-05,2112,2112.0,7.655864017616056,hc,4,25,2,1,1
HCBM010198242018,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2018-04-18,2024-07-22,2287,2287.0,7.7354333524996886,hc,4,18,2,1,1
HCBM010323352019,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2019-07-10,2024-04-24,1750,1750.0,7.467942332285852,hc,7,10,2,1,1
HCBM010384772019,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2019-08-14,2024-01-05,1605,1605.0,7.381501894506707,hc,8,14,2,1,1
HCBM010071332018,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2018-02-12,2024-09-04,2396,2396.0,7.781973234434385,hc,2,12,0,1,1
HCBM010157612017,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2017-04-05,2024-06-18,2631,2631.0,7.875499292445208,hc,4,5,2,1,1
HCBM010270452015,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2015-07-04,2024-03-27,3189,3189.0,8.06777619577889,hc,7,4,5,1,1
HCBM010410982015,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2015-10-05,2024-06-18,3179,3179.0,8.064636475774222,hc,10,5,0,1,1
HCBM010516122017,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2017-11-18,2024-01-24,2258,2258.0,7.7226775164680035,hc,11,18,5,1,1
HCBM010151592015,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2015-04-08,2024-06-18,3359,3359.0,8.11969625295725,hc,4,8,2,1,1
HCBM010481272017,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2017-11-09,2024-09-30,2517,2517.0,7.831220214604293,hc,11,9,3,1,1
HCBM010287042019,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2019-06-18,2024-11-14,1976,1976.0,7.589335823170617,hc,6,18,1,1,1
HCBM010197662019,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2019-04-15,2024-08-13,1947,1947.0,7.5745584842024805,hc,4,15,0,1,1
HCBM010321262019,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2019-07-09,2024-10-07,1917,1917.0,7.559038255443384,hc,7,9,1,1,1
HCBM010182782018,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2018-04-07,2024-06-18,2264,2264.0,7.725330037917135,hc,4,7,5,1,1
HCBM010323452019,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2019-07-10,2024-10-09,1918,1918.0,7.5595594960077,hc,7,10,2,1,1
HCBM010374602019,"Bombay HC (Principal, Appellate)",Maharashtra,CRL_A,Criminal Appeal,2019-08-06,2024-01-05,1613,1613.0,7.3864708488298945,hc,8,6,1,1,1
KAHC010002632020,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2020-01-02,2020-08-10,221,221.0,5.402677381872279,hc,1,2,3,1,0
HBHC010346802020,Telangana High Court (Hyderabad),Telangana,WP_C,Writ Petition (Civil),2020-11-23,2023-04-03,861,861.0,6.759255270663693,hc,11,23,0,1,0
RJHC010481582020,High Court of Rajasthan (Jodhpur),Rajasthan,WP_C,Writ Petition (Civil),2020-10-09,2023-07-11,1005,1005.0,6.913737350659685,hc,10,9,4,1,0
HBHC010234792020,Telangana High Court (Hyderabad),Telangana,WP_C,Writ Petition (Civil),2020-08-31,2020-09-01,1,1.0,0.6931471805599453,hc,8,31,0,1,0
HCMD010497842020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-11,2023-01-04,845,845.0,6.740519359606223,hc,9,11,4,1,0
HCMD010497832020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-11,2020-09-17,6,6.0,1.9459101490553132,hc,9,11,4,1,0
HCMD010519622020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-18,2021-03-31,194,194.0,5.272999558563747,hc,9,18,4,1,0
HCMD010519582020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-18,2020-09-23,5,5.0,1.791759469228055,hc,9,18,4,1,0
HCMD010519612020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-18,2020-09-23,5,5.0,1.791759469228055,hc,9,18,4,1,0
HCMD010522332020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-21,2020-09-25,4,4.0,1.6094379124341003,hc,9,21,0,1,0
HCMD010519572020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-18,2021-02-23,158,158.0,5.0689042022202315,hc,9,18,4,1,0
HCMD010519602020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-18,2020-09-23,5,5.0,1.791759469228055,hc,9,18,4,1,0
HCMD010530422020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-22,2020-09-28,6,6.0,1.9459101490553132,hc,9,22,1,1,0
HCMA010619642020,Madras HC (Chennai),Tamil Nadu,WP_C,Writ Petition (Civil),2020-07-03,2022-06-30,727,727.0,6.590301048196686,hc,7,3,4,1,0
HCMA010626872020,Madras HC (Chennai),Tamil Nadu,WP_C,Writ Petition (Civil),2020-07-08,2024-10-19,1564,1564.0,7.355641102974253,hc,7,8,2,1,0
HCMA010626872020,Madras HC (Chennai),Tamil Nadu,WP_C,Writ Petition (Civil),2020-07-08,2024-10-19,1564,1564.0,7.355641102974253,hc,7,8,2,1,0
HCMA010620772020,Madras HC (Chennai),Tamil Nadu,WP_C,Writ Petition (Civil),2020-07-06,2020-09-15,71,71.0,4.276666119016055,hc,7,6,0,1,0
MPHC030132452020,High Court of MP (Gwalior),Madhya Pradesh,WP_C,Writ Petition (Civil),2020-07-25,2021-01-21,180,180.0,5.198497031265826,hc,7,25,5,1,0
MPHC030129862020,High Court of MP (Gwalior),Madhya Pradesh,WP_C,Writ Petition (Civil),2020-07-24,2020-08-07,14,14.0,2.70805020110221,hc,7,24,4,1,0
PHHC010355512020,High Court of Punjab and Haryana,Punjab,WP_C,Writ Petition (Civil),2020-03-16,2024-05-13,1519,1519.0,7.326465613840322,hc,3,16,0,1,0
PHHC010355512020,High Court of Punjab and Haryana,Punjab,WP_C,Writ Petition (Civil),2020-03-16,2024-05-13,1519,1519.0,7.326465613840322,hc,3,16,0,1,0
PHHC010351982020,High Court of Punjab and Haryana,Punjab,WP_C,Writ Petition (Civil),2020-03-16,2020-09-25,193,193.0,5.267858159063328,hc,3,16,0,1,0
PHHC010355522020,High Court of Punjab and Haryana,Punjab,WP_C,Writ Petition (Civil),2020-03-16,2024-08-27,1625,1625.0,7.3938782901077555,hc,3,16,0,1,0
PHHC010355522020,High Court of Punjab and Haryana,Punjab,WP_C,Writ Petition (Civil),2020-03-16,2024-08-27,1625,1625.0,7.3938782901077555,hc,3,16,0,1,0
CGHC010205042020,"High Court, Chhattisgarh",Chhattisgarh,WP_C,Writ Petition (Civil),2020-09-03,2020-09-22,19,19.0,2.995732273553991,hc,9,3,3,1,0
CGHC010205032020,"High Court, Chhattisgarh",Chhattisgarh,WP_C,Writ Petition (Civil),2020-09-03,2020-09-18,15,15.0,2.772588722239781,hc,9,3,3,1,0
MPHC030157052020,High Court of MP (Gwalior),Madhya Pradesh,WP_C,Writ Petition (Civil),2020-08-25,2020-09-01,7,7.0,2.0794415416798357,hc,8,25,1,1,0
MPHC030170392020,High Court of MP (Gwalior),Madhya Pradesh,WP_C,Writ Petition (Civil),2020-09-09,2020-09-21,12,12.0,2.5649493574615367,hc,9,9,2,1,0
MPHC030184372020,High Court of MP (Gwalior),Madhya Pradesh,WP_C,Writ Petition (Civil),2020-09-24,2021-11-25,427,427.0,6.059123195581797,hc,9,24,3,1,0
MPHC030188352020,High Court of MP (Gwalior),Madhya Pradesh,WP_C,Writ Petition (Civil),2020-09-28,2021-01-18,112,112.0,4.727387818712341,hc,9,28,0,1,0
MPHC030199942020,High Court of MP (Gwalior),Madhya Pradesh,WP_C,Writ Petition (Civil),2020-10-12,2021-07-07,268,268.0,5.594711379601839,hc,10,12,0,1,0
MPHC030199962020,High Court of MP (Gwalior),Madhya Pradesh,WP_C,Writ Petition (Civil),2020-10-12,2021-08-31,323,323.0,5.780743515792329,hc,10,12,0,1,0
MPHC030201362020,High Court of MP (Gwalior),Madhya Pradesh,WP_C,Writ Petition (Civil),2020-10-12,2021-07-06,267,267.0,5.5909869805108565,hc,10,12,0,1,0
KAHC010358462020,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2020-11-20,2025-02-07,1540,1540.0,7.340186835320115,hc,11,20,4,1,0
PHHC010644502020,High Court of Punjab and Haryana,Punjab,WP_C,Writ Petition (Civil),2020-08-19,2020-09-22,34,34.0,3.5553480614894135,hc,8,19,2,1,0
MPHC030249122020,High Court of MP (Gwalior),Madhya Pradesh,WP_C,Writ Petition (Civil),2020-12-14,2021-01-05,22,22.0,3.1354942159291497,hc,12,14,0,1,0
HCMA010521462020,Madras HC (Chennai),Tamil Nadu,WP_C,Writ Petition (Civil),2020-03-20,2020-09-18,182,182.0,5.209486152841421,hc,3,20,4,1,0
HCMA010618212020,Madras HC (Chennai),Tamil Nadu,WP_C,Writ Petition (Civil),2020-07-03,2020-07-07,4,4.0,1.6094379124341003,hc,7,3,4,1,0
HCMD010487832020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-09,2020-09-15,6,6.0,1.9459101490553132,hc,9,9,2,1,0
KAHC010057322020,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2020-01-29,2021-08-06,555,555.0,6.320768294250582,hc,1,29,2,1,0
KAHC010060952020,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2020-01-30,2021-10-25,634,634.0,6.453624998892692,hc,1,30,3,1,0
HCBM040183732020,Bombay HC (Nagpur Bench),Maharashtra,WP_C,Writ Petition (Civil),2020-12-05,2022-09-06,640,640.0,6.46302945692067,hc,12,5,5,1,0
HCBM040204522020,Bombay HC (Nagpur Bench),Maharashtra,WP_C,Writ Petition (Civil),2020-12-29,2021-02-04,37,37.0,3.6375861597263857,hc,12,29,1,1,0
HCBM040204532020,Bombay HC (Nagpur Bench),Maharashtra,WP_C,Writ Petition (Civil),2020-12-29,2021-03-22,83,83.0,4.430816798843313,hc,12,29,1,1,0
HCBM040204542020,Bombay HC (Nagpur Bench),Maharashtra,WP_C,Writ Petition (Civil),2020-12-29,2021-02-12,45,45.0,3.828641396489095,hc,12,29,1,1,0
HCMD010478302020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-04,2020-12-17,104,104.0,4.653960350157523,hc,9,4,4,1,0
HCMD010485602020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-08,2023-01-03,847,847.0,6.742880635791903,hc,9,8,1,1,0
HCMD010473482020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-03,2020-09-07,4,4.0,1.6094379124341003,hc,9,3,3,1,0
HCMD010482882020,Madras HC (Madurai Bench),Tamil Nadu,WP_C,Writ Petition (Civil),2020-09-08,2020-09-17,9,9.0,2.302585092994046,hc,9,8,1,1,0
KAHC010060962020,High Court of Karnataka (Bangalore),Karnataka,WP_C,Writ Petition (Civil),2020-01-30,2021-10-25,634,634.0,6.453624998892692,hc,1,30,3,1,0
MHAH140008442019,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2019-06-13,2024-03-03,1725,1725.0,7.453561871643373,district,6,13,3,1,1
MHAH140008442018,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2018-07-09,2024-09-21,2266,2266.0,7.726212650507529,district,7,9,0,1,1
MHAH140008462017,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2017-07-01,2024-03-03,2437,2437.0,7.798933310041217,district,7,1,5,1,1
MHAH140008462022,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2022-04-27,2024-01-10,623,623.0,6.436150368369428,district,4,27,2,1,0
MHAH140008452024,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2024-05-10,2024-07-27,78,78.0,4.3694478524670215,district,5,10,4,0,0
MHAH140008442024,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2024-05-10,2024-07-27,78,78.0,4.3694478524670215,district,5,10,4,0,0
MHAH140015112021,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2021-10-01,2024-07-24,1027,1027.0,6.93537044601511,district,10,1,4,1,0
MHAH140019132024,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2024-12-03,2024-12-14,11,11.0,2.4849066497880004,district,12,3,1,0,0
MHAH140019182024,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2024-12-04,2024-12-14,10,10.0,2.3978952727983707,district,12,4,2,0,0
MHAH140015142018,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2018-10-25,2024-07-20,2095,2095.0,7.647786045440933,district,10,25,3,1,1
MHAH140019102024,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2024-12-03,2024-12-14,11,11.0,2.4849066497880004,district,12,3,1,0,0
MHAH140015132018,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2018-10-25,2024-09-28,2165,2165.0,7.680637427560936,district,10,25,3,1,1
MHAH140019122024,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2024-12-03,2024-12-14,11,11.0,2.4849066497880004,district,12,3,1,0,0
HRRE020022562023,"Civil Courts, Rewari",Haryana,CS,Civil Suit,2023-12-08,2024-11-22,350,350.0,5.860786223465865,district,12,8,4,1,0
HRRE020022582022,"Civil Courts, Rewari",Haryana,CS,Civil Suit,2022-12-06,2024-10-21,685,685.0,6.530877627725885,district,12,6,1,1,0
UPBB050001012021,"Civil Judge, Senior Division",Uttar Pradesh,CS,Civil Suit,2021-01-21,2024-08-13,1300,1300.0,7.170888478512505,district,1,21,3,1,0
UPET060003602023,Civil Judge Junior Division,Uttar Pradesh,CS,Civil Suit,2023-04-26,2024-09-27,520,520.0,6.255750041753367,district,4,26,2,1,0
MHAH140015122020,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2020-11-27,2024-08-09,1351,1351.0,7.20934025660291,district,11,27,4,1,0
MHAH140015122020,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2020-11-27,2024-08-09,1351,1351.0,7.20934025660291,district,11,27,4,1,0
GJRJ040006822023,Taluka Court - Gondal,Gujarat,CS,Civil Suit,2023-03-10,2024-01-20,316,316.0,5.75890177387728,district,3,10,4,1,0
GJRJ040017872024,Taluka Court - Gondal,Gujarat,CS,Civil Suit,2024-04-26,2024-09-27,154,154.0,5.043425116919247,district,4,26,4,0,0
GJRJ040008802024,Taluka Court - Gondal,Gujarat,CS,Civil Suit,2024-02-27,2024-04-03,36,36.0,3.6109179126442243,district,2,27,1,0,0
GJRJ040008802022,Taluka Court - Gondal,Gujarat,CS,Civil Suit,2022-03-09,2024-08-05,880,880.0,6.78105762593618,district,3,9,2,1,0
GJRJ040020872024,Taluka Court - Gondal,Gujarat,CS,Civil Suit,2024-05-22,2024-06-22,31,31.0,3.4657359027997265,district,5,22,2,0,0
BRBU220002202023,Dumraon Civil Judge Sr. Div,Bihar,CS,Civil Suit,2023-03-24,2024-04-16,389,389.0,5.966146739123692,district,3,24,4,1,0
MHTH190017582018,CIVIL COURT DAHANU,Maharashtra,CS,Civil Suit,2018-11-21,2024-01-12,1878,1878.0,7.538494999413465,district,11,21,2,1,1
PBBR020005492024,"Civil Courts, Barnala",Punjab,CS,Civil Suit,2024-03-30,2024-05-22,53,53.0,3.9889840465642745,district,3,30,5,0,0
PBBR020005502024,"Civil Courts, Barnala",Punjab,CS,Civil Suit,2024-03-30,2024-08-13,136,136.0,4.919980925828125,district,3,30,5,0,0
UPBR240004172023,cjjdfaridpur,Uttar Pradesh,CS,Civil Suit,2023-03-10,2024-12-05,636,636.0,6.456769655572163,district,3,10,4,1,0
UPBR240004182023,cjjdfaridpur,Uttar Pradesh,CS,Civil Suit,2023-03-10,2024-09-23,563,563.0,6.335054251498059,district,3,10,4,1,0
UPGZ050017882023,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2023-10-11,2024-09-17,342,342.0,5.83773044716594,district,10,11,2,1,0
UPGZ050017902023,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2023-10-11,2024-09-17,342,342.0,5.83773044716594,district,10,11,2,1,0
UPGZ050017922023,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2023-10-11,2024-09-17,342,342.0,5.83773044716594,district,10,11,2,1,0
UPGZ050017932023,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2023-10-11,2024-09-17,342,342.0,5.83773044716594,district,10,11,2,1,0
UPGZ050017912023,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2023-10-11,2024-09-17,342,342.0,5.83773044716594,district,10,11,2,1,0
UPGZ050017872023,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2023-10-11,2024-09-17,342,342.0,5.83773044716594,district,10,11,2,1,0
UPGZ050017892023,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2023-10-11,2024-09-17,342,342.0,5.83773044716594,district,10,11,2,1,0
UPGZ050017982023,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2023-10-12,2024-06-13,245,245.0,5.5053315359323625,district,10,12,3,1,0
UPGZ050017972023,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2023-10-12,2024-06-13,245,245.0,5.5053315359323625,district,10,12,3,1,0
UPGZ050017992023,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2023-10-12,2024-06-19,251,251.0,5.529429087511423,district,10,12,3,1,0
UPGZ050017972021,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2021-11-24,2024-02-02,800,800.0,6.68586094706836,district,11,24,2,1,0
UPGZ050018002023,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2023-10-12,2024-06-21,253,253.0,5.537334267018537,district,10,12,3,1,0
UPGZ050017962023,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2023-10-12,2024-06-14,246,246.0,5.5093883366279774,district,10,12,3,1,0
UPGZ050018132021,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2021-11-26,2024-11-08,1078,1078.0,6.983789965258135,district,11,26,4,1,0
UPGZ050017902021,Civil Judge Senior Division,Uttar Pradesh,CS,Civil Suit,2021-11-23,2024-09-06,1018,1018.0,6.926577033222725,district,11,23,1,1,0
UPGZ060001402024,Civil Judge Junior Division,Uttar Pradesh,CS,Civil Suit,2024-01-26,2024-09-02,220,220.0,5.3981627015177525,district,1,26,4,0,0
UPGZ060001412022,Civil Judge Junior Division,Uttar Pradesh,CS,Civil Suit,2022-02-04,2024-01-04,699,699.0,6.551080335043404,district,2,4,4,1,0
BRPU010049482024,"PDJ DIVISION, PURNEA",Bihar,BA,Bail Application,2024-07-20,2024-08-03,14,14.0,2.70805020110221,district,7,20,5,0,0
BRPU010049602024,"PDJ DIVISION, PURNEA",Bihar,BA,Bail Application,2024-07-20,2024-08-07,18,18.0,2.9444389791664403,district,7,20,5,0,0
CGJC010004162024,DISTRICT AND SESSION COURT JANJGIR,Chhattisgarh,BA,Bail Application,2024-02-19,2024-02-22,3,3.0,1.3862943611198906,district,2,19,0,0,0
CGJC010004132024,DISTRICT AND SESSION COURT JANJGIR,Chhattisgarh,BA,Bail Application,2024-02-19,2024-02-22,3,3.0,1.3862943611198906,district,2,19,0,0,0
MHAH130003362024,24DISTRICT AND SESSIONS COURT NEWASA,Maharashtra,BA,Bail Application,2024-05-08,2024-05-16,8,8.0,2.1972245773362196,district,5,8,2,0,0
BRPU010049632024,"PDJ DIVISION, PURNEA",Bihar,BA,Bail Application,2024-07-20,2024-09-19,61,61.0,4.127134385045092,district,7,20,5,0,0
MHAH130003402024,24DISTRICT AND SESSIONS COURT NEWASA,Maharashtra,BA,Bail Application,2024-05-09,2024-05-16,7,7.0,2.0794415416798357,district,5,9,3,0,0
MHAH130003362020,24DISTRICT AND SESSIONS COURT NEWASA,Maharashtra,BA,Bail Application,2020-05-19,2020-05-21,2,2.0,1.0986122886681096,district,5,19,1,1,0
MHAH130003372020,24DISTRICT AND SESSIONS COURT NEWASA,Maharashtra,BA,Bail Application,2020-05-19,2020-05-21,2,2.0,1.0986122886681096,district,5,19,1,1,0
MHAH130003382020,24DISTRICT AND SESSIONS COURT NEWASA,Maharashtra,BA,Bail Application,2020-05-19,2020-05-22,3,3.0,1.3862943611198906,district,5,19,1,1,0
MHAH130003392020,24DISTRICT AND SESSIONS COURT NEWASA,Maharashtra,BA,Bail Application,2020-05-19,2020-05-27,8,8.0,2.1972245773362196,district,5,19,1,1,0
MHAH130003402020,24DISTRICT AND SESSIONS COURT NEWASA,Maharashtra,BA,Bail Application,2020-05-20,2020-06-02,13,13.0,2.639057329615259,district,5,20,2,1,0
MHAH140008442020,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2020-07-23,2020-12-10,140,140.0,4.948759890378168,district,7,23,3,1,0
MHAH140008452020,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2020-07-23,2020-10-12,81,81.0,4.406719247264253,district,7,23,3,1,0
MHAH140015132020,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2020-11-27,2020-12-12,15,15.0,2.772588722239781,district,11,27,4,1,0
MHAH140008422020,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2020-07-23,2020-09-07,46,46.0,3.8501476017100584,district,7,23,3,1,0
MHAH140015082020,Senior Division Court Newasa,Maharashtra,CS,Civil Suit,2020-11-26,2020-12-12,16,16.0,2.833213344056216,district,11,26,3,1,0
KLHC010008952024,High Court of Kerala,Kerala,WP_C,Writ Petition (Civil),2024-01-04,2024-02-12,39,39.0,3.6888794541139363,hc,1,4,3,0,0
KLHC010957692023,High Court of Kerala,Kerala,WP_C,Writ Petition (Civil),2023-12-18,2024-01-23,36,36.0,3.6109179126442243,hc,12,18,0,1,0
KLHC010957692024,High Court of Kerala,Kerala,WP_C,Writ Petition (Civil),2024-03-25,2024-03-26,1,1.0,0.6931471805599453,hc,3,25,0,0,0
