case_id,case_type,domain,sub_category,state,district,intensity_level,mediation_willingness,settlement_possibility,legal_complexity,time_to_resolve_days,financial_impact,number_of_parties,eligibility_score,mediation_eligible
CASE02791,Medical Negligence,Civil Law,Torts-Medical Negligence,Assam,Nagaon,Low,2,3,9,136,8,6,59,Conditional
CASE02792,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Assam,Tinsukia,High,4,3,4,33,1,6,18,No
CASE02793,Writ Petitions,Constitutional Law,Writ-Mandamus,Rajasthan,Jaipur,Low,4,7,7,298,3,6,31.62,No
CASE02794,Corporate & Commercial Law,Corporate Law,Director-Conflict,Punjab,Jalandhar,Medium,8,6,4,99,1,3,54,Conditional
CASE02795,Environmental Law,Criminal Law,Environment-Pollution,Karnataka,Davangere,Medium,5,3,5,398,4,2,46.8,Conditional
CASE02796,Real Estate & RERA,Property Law,Housing-Society,Gujarat,Vadodara,Medium,10,2,5,305,2,4,69,Yes
CASE02797,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Haryana,Faridabad,High,9,6,4,174,5,5,35,No
CASE02798,Company / Insolvency (NCLT-NCLAT),Corporate Law,Arbitration-Enforcement,Uttar Pradesh,Kanpur,High,9,9,9,250,9,6,21.16,No
CASE02799,Insurance Claims,Consumer Law,Torts-Motor Accident,Gujarat,Rajkot,Low,5,7,8,395,10,3,55,Conditional
CASE02800,Motor Accident Claims,Civil Law,Torts-Motor Accident,Tamil Nadu,Tiruchirappalli,Low,9,7,9,301,7,2,79.31,Yes
CASE02801,Property Disputes,Property Law,Land-Encroachment,Madhya Pradesh,Indore,Low,9,3,5,306,8,5,77,Yes
CASE02802,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Rajasthan,Jaipur,Low,1,7,4,270,2,2,47.43,Conditional
CASE02803,Labour & Employment Disputes,Labour Law,Industrial-Retrenchment,Gujarat,Rajkot,Low,1,3,4,146,9,3,54,Conditional
CASE02804,Civil Suits,Civil Law,Contract-Breach,West Bengal,Siliguri,Medium,1,2,8,355,5,4,38,No
CASE02805,Writ Petitions,Constitutional Law,Writ-Prohibition,Assam,Silchar,Low,8,2,7,192,5,4,41,Conditional
CASE02806,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Gujarat,Jamnagar,Low,1,3,8,267,6,5,32,No
CASE02807,Banking & Debt Recovery,Corporate Law,Insolvency,Tamil Nadu,Erode,High,4,5,5,267,6,5,24.72,No
CASE02808,Property Disputes,Property Law,Land-Encroachment,Uttar Pradesh,Noida,Medium,8,3,4,60,6,6,63.48,Yes
CASE02809,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Bihar,Patna,Low,7,8,7,393,6,5,31.68,No
CASE02810,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Bihar,Darbhanga,Medium,1,7,5,229,10,6,31.68,No
CASE02811,Medical Negligence,Civil Law,Services-Health,Bihar,Gaya,Medium,9,8,4,238,8,5,72.16,Yes
CASE02812,Insurance Claims,Consumer Law,Services-Insurance,Maharashtra,Thane,High,1,10,5,352,6,6,28.35,No
CASE02813,Environmental Law,Criminal Law,Environment-Pollution,Punjab,Patiala,High,1,10,9,386,7,6,0,No
CASE02814,Intellectual Property,Civil Law,Copyright,Delhi,New Delhi,Medium,7,7,8,175,2,4,58.32,Conditional
CASE02815,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Punjab,Ludhiana,High,7,8,7,250,10,5,28,No
CASE02816,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 15,Delhi,South Delhi,Low,8,1,8,330,8,2,35.64,No
CASE02817,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Uttar Pradesh,Noida,Medium,2,1,8,147,1,5,12.88,No
CASE02818,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Haryana,Hisar,Medium,1,8,3,53,5,5,27,No
CASE02819,Insurance Claims,Consumer Law,Services-Insurance,Tamil Nadu,Vellore,Medium,4,5,4,195,8,5,62.83,Yes
CASE02820,Writ Petitions,Constitutional Law,Writ-Certiorari,Punjab,Jalandhar,Medium,7,9,8,156,6,3,14,No
CASE02821,Real Estate & RERA,Property Law,Lease-Residential,Tamil Nadu,Tiruchirappalli,High,10,7,6,223,7,4,56.65,Conditional
CASE02822,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Gujarat,Bhavnagar,Medium,2,9,8,158,5,3,0,No
CASE02823,Family Disputes,Family Law,Child Custody-Legal,Bihar,Munger,Low,9,1,5,264,2,4,86.24,Yes
CASE02824,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Bihar,Patna,Low,8,10,7,266,6,2,51.92,Conditional
CASE02825,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,West Bengal,Howrah,Low,9,10,5,350,3,2,79,Yes
CASE02826,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Uttar Pradesh,Agra,Low,5,5,6,180,7,4,54.28,Conditional
CASE02827,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Rajasthan,Ajmer,High,3,3,4,359,8,2,25.11,No
CASE02828,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Rajasthan,Udaipur,Medium,8,2,6,330,3,5,48.36,Conditional
CASE02829,Labour & Employment Disputes,Labour Law,Industrial-Layoff,Haryana,Gurugram,Low,6,9,4,263,3,3,71,Yes
CASE02830,Immigration & Passport Matters,Administrative Law,Service-Transfer,Maharashtra,Aurangabad,Medium,6,5,6,128,8,3,57.75,Conditional
CASE02831,Corporate & Commercial Law,Corporate Law,Contract-Breach,Kerala,Kollam,Medium,2,2,4,105,2,5,37.4,No
CASE02832,Motor Accident Claims,Civil Law,Torts-Motor Accident,Tamil Nadu,Chennai,Medium,1,8,5,220,5,6,58.71,Conditional
CASE02833,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Bihar,Patna,Medium,7,1,4,35,8,4,41.36,Conditional
CASE02834,Insurance Claims,Consumer Law,Torts-Motor Accident,West Bengal,Siliguri,Low,3,4,7,341,4,6,70,Yes
CASE02835,Medical Negligence,Civil Law,Services-Health,Haryana,Hisar,Medium,4,3,3,138,6,4,58,Conditional
CASE02836,Writ Petitions,Constitutional Law,Writ-Certiorari,Uttar Pradesh,Meerut,Low,7,4,9,233,5,2,20.24,No
CASE02837,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Punjab,Jalandhar,Low,4,9,6,76,2,4,55,Conditional
CASE02838,Insurance Claims,Consumer Law,Services-Insurance,Gujarat,Surat,Medium,5,4,9,172,7,3,46,Conditional
CASE02839,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Bihar,Muzaffarpur,Medium,2,2,3,342,1,2,6.16,No
CASE02840,Motor Accident Claims,Civil Law,Torts-Motor Accident,Delhi,South Delhi,Low,10,4,6,146,1,4,100,Yes
CASE02841,Bail Applications,Criminal Law,IPC-Murder,Tamil Nadu,Chennai,High,4,4,7,362,5,5,21.63,No
CASE02842,Tax Law (Direct & Indirect),Administrative Law,Taxation-Professional,Gujarat,Surat,Medium,9,8,9,92,4,6,44,Conditional
CASE02843,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Uttar Pradesh,Ghaziabad,High,2,5,5,287,9,4,10.12,No
CASE02844,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,West Bengal,Asansol,Low,10,7,3,47,10,2,69,Yes
CASE02845,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Bihar,Patna,Medium,8,7,8,267,1,3,31.68,No
CASE02846,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Assam,Guwahati,Low,8,5,3,150,5,6,59,Conditional
CASE02847,Environmental Law,Criminal Law,Environment-Pollution,Maharashtra,Thane,High,3,7,8,277,1,4,2.1,No
CASE02848,Real Estate & RERA,Property Law,Housing-Society,Tamil Nadu,Salem,Medium,4,10,3,117,4,4,55.62,Conditional
CASE02849,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Haryana,Faridabad,Medium,1,10,8,228,5,4,8,No
CASE02850,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,Kerala,Kozhikode,Medium,2,4,7,307,5,4,38.5,No
CASE02851,Family Disputes,Family Law,Child Custody-Physical,Uttar Pradesh,Lucknow,Low,7,2,4,242,6,6,80.96,Yes
CASE02852,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Punjab,Ludhiana,Medium,3,8,4,210,2,5,34,No
CASE02853,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Uttar Pradesh,Meerut,Medium,7,10,6,64,3,2,42.32,Conditional
CASE02854,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,West Bengal,Kolkata,Medium,5,4,5,123,6,3,39,No
CASE02855,Motor Accident Claims,Civil Law,Torts-Motor Accident,West Bengal,Asansol,Low,2,10,9,349,10,5,58,Conditional
CASE02856,Corporate & Commercial Law,Corporate Law,Director-Conflict,Delhi,Central Delhi,Low,5,6,5,396,2,5,68.04,Yes
CASE02857,Insurance Claims,Consumer Law,Torts-Motor Accident,Uttar Pradesh,Lucknow,Medium,9,10,7,290,7,3,61.64,Yes
CASE02858,Insurance Claims,Consumer Law,Services-Insurance,Karnataka,Davangere,Medium,5,6,8,308,6,4,44.72,Conditional
CASE02859,Immigration & Passport Matters,Administrative Law,Service-Transfer,Bihar,Munger,High,9,7,4,150,9,2,34.32,No
CASE02860,Bail Applications,Criminal Law,IPC-Assault,West Bengal,Siliguri,Low,7,2,8,284,4,6,49,Conditional
CASE02861,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Phishing,Rajasthan,Jaipur,High,9,10,3,347,1,4,28.83,No
CASE02862,Writ Petitions,Constitutional Law,Writ-Certiorari,Punjab,Ludhiana,Medium,5,1,4,323,5,3,25,No
CASE02863,Criminal Appeals,Criminal Law,IPC-Hurt,Gujarat,Jamnagar,High,9,4,8,337,4,2,14,No
CASE02864,Immigration & Passport Matters,Administrative Law,Service-Transfer,Gujarat,Surat,Low,6,6,8,116,2,2,52,Conditional
CASE02865,Real Estate & RERA,Property Law,Lease-Commercial,Kerala,Thrissur,Medium,8,1,5,207,1,3,70.4,Yes
CASE02866,Labour & Employment Disputes,Labour Law,Service-Promotion,Tamil Nadu,Coimbatore,Low,8,9,8,49,8,3,67.98,Yes
CASE02867,Bail Applications,Criminal Law,IPC-Hurt,Rajasthan,Kota,Medium,6,5,6,100,2,2,43.71,Conditional
CASE02868,Company / Insolvency (NCLT-NCLAT),Corporate Law,Arbitration-Enforcement,West Bengal,Durgapur,Medium,5,7,4,73,5,5,45,Conditional
CASE02869,Motor Accident Claims,Civil Law,Torts-Motor Accident,Uttar Pradesh,Meerut,Medium,4,5,5,315,7,6,55.2,Conditional
CASE02870,Constitutional Law,Constitutional Law,Fundamental Rights-Article 14,Bihar,Muzaffarpur,Low,9,6,3,90,1,4,44.88,Conditional
CASE02871,Immigration & Passport Matters,Administrative Law,Service-Transfer,West Bengal,Durgapur,Medium,3,7,7,358,3,6,42,Conditional
CASE02872,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 21,Punjab,Patiala,Low,9,5,6,187,9,5,43,Conditional
CASE02873,Immigration & Passport Matters,Administrative Law,Service-Transfer,Delhi,South Delhi,High,1,8,9,320,1,5,5.4,No
CASE02874,Real Estate & RERA,Property Law,Building-Construction,Madhya Pradesh,Gwalior,Medium,10,1,5,52,5,4,75,Yes
CASE02875,Medical Negligence,Civil Law,Services-Health,Madhya Pradesh,Jabalpur,Low,5,1,6,238,10,6,77,Yes
CASE02876,Intellectual Property,Civil Law,Design,Uttar Pradesh,Allahabad,High,5,10,7,55,8,6,42.32,Conditional
CASE02877,Intellectual Property,Civil Law,Trade Mark,Punjab,Patiala,Medium,2,2,3,301,1,6,51,Conditional
CASE02878,Consumer Protection,Consumer Law,Products-Electronic,Gujarat,Rajkot,High,6,10,9,320,8,3,33,No
CASE02879,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Gujarat,Ahmedabad,Low,7,3,5,36,6,2,63,Yes
CASE02880,Real Estate & RERA,Property Law,Lease-Commercial,Karnataka,Bangalore,High,3,4,5,70,6,4,32.24,No
CASE02881,Immigration & Passport Matters,Administrative Law,Licensing,Uttar Pradesh,Meerut,High,2,8,7,240,10,6,16.56,No
CASE02882,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Uttar Pradesh,Noida,Medium,9,1,7,180,1,2,51.52,Conditional
CASE02883,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Delhi,South Delhi,Low,7,10,9,293,3,5,59.4,Conditional
CASE02884,Environmental Law,Criminal Law,Environment-Forest,Bihar,Bhagalpur,High,1,2,3,69,6,3,9.68,No
CASE02885,Motor Accident Claims,Civil Law,Torts-Motor Accident,Delhi,Central Delhi,Low,9,10,6,92,4,6,95.04,Yes
CASE02886,Tax Law (Direct & Indirect),Administrative Law,Taxation-Property,Karnataka,Hubli,Medium,5,1,3,183,6,5,48.88,Conditional
CASE02887,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,Tamil Nadu,Erode,High,10,9,7,304,9,6,40.17,Conditional
CASE02888,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Kerala,Thiruvananthapuram,Medium,2,1,3,177,8,6,28.6,No
CASE02889,Criminal Appeals,Criminal Law,IPC-Hurt,Punjab,Amritsar,Medium,3,2,7,42,1,4,32,No
CASE02890,Intellectual Property,Civil Law,Patent,Haryana,Rohtak,Medium,3,8,9,311,5,2,49,Conditional
CASE02891,Property Disputes,Property Law,Land-Encroachment,Tamil Nadu,Chennai,Low,5,2,3,264,9,2,70.04,Yes
CASE02892,Writ Petitions,Constitutional Law,Writ-Mandamus,Tamil Nadu,Vellore,High,3,4,7,288,9,6,0,No
CASE02893,Family Disputes,Family Law,Divorce-Mutual Consent,Madhya Pradesh,Ujjain,Medium,7,7,5,163,1,4,77,Yes
CASE02894,Family Disputes,Family Law,Inheritance-Intestate,Tamil Nadu,Vellore,Medium,6,6,8,216,10,5,55.62,Conditional
CASE02895,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Bihar,Gaya,Low,10,3,6,378,2,6,48.4,Conditional
CASE02896,Insurance Claims,Consumer Law,Torts-Motor Accident,Madhya Pradesh,Gwalior,Medium,8,2,6,165,9,2,70,Yes
CASE02897,Labour & Employment Disputes,Labour Law,Harassment-Sexual,Kerala,Kollam,Low,10,8,5,275,10,3,96.8,Yes
CASE02898,Bail Applications,Criminal Law,IPC-Hurt,Assam,Guwahati,High,1,4,4,298,1,2,6,No
CASE02899,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,West Bengal,Hooghly,Medium,6,5,8,289,5,4,24,No
CASE02900,Writ Petitions,Constitutional Law,Writ-Certiorari,Bihar,Bhagalpur,Medium,7,4,5,202,3,5,27.28,No
CASE02901,Writ Petitions,Constitutional Law,Writ-Certiorari,Haryana,Rohtak,Medium,10,5,3,139,8,6,39,No
CASE02902,Immigration & Passport Matters,Administrative Law,Licensing,Tamil Nadu,Tiruchirappalli,Low,3,9,6,389,3,6,65.92,Yes
CASE02903,Corporate & Commercial Law,Corporate Law,Arbitration-Enforcement,Karnataka,Belgaum,Low,3,1,8,311,9,6,35.36,No
CASE02904,Motor Accident Claims,Civil Law,Torts-Motor Accident,Haryana,Gurugram,Low,5,2,8,160,3,6,63,Yes
CASE02905,Immigration & Passport Matters,Administrative Law,Licensing,Tamil Nadu,Salem,Medium,6,5,6,39,7,4,49.44,Conditional
CASE02906,Intellectual Property,Civil Law,Geographical Indication,Haryana,Ambala,Medium,1,4,7,49,3,5,57,Conditional
CASE02907,Intellectual Property,Civil Law,Patent,Maharashtra,Thane,Low,7,6,7,176,7,3,89.25,Yes
CASE02908,Insurance Claims,Consumer Law,Torts-Motor Accident,Rajasthan,Kota,Low,5,8,6,352,7,2,68.82,Yes
CASE02909,Immigration & Passport Matters,Administrative Law,Licensing,West Bengal,Howrah,Low,1,9,7,221,5,2,58,Conditional
CASE02910,Constitutional Law,Constitutional Law,Writ-Mandamus,Uttar Pradesh,Noida,High,3,10,7,183,3,6,0,No
CASE02911,Medical Negligence,Civil Law,Services-Health,Karnataka,Bangalore,Medium,9,2,9,87,4,5,64.48,Yes
CASE02912,Corporate & Commercial Law,Corporate Law,Arbitration-Challenge,Madhya Pradesh,Ujjain,Low,3,7,5,75,9,6,54,Conditional
CASE02913,Environmental Law,Criminal Law,Environment-Forest,Tamil Nadu,Vellore,High,2,8,9,32,3,3,0,No
CASE02914,Corporate & Commercial Law,Corporate Law,Contract-Breach,Kerala,Kochi,Medium,3,1,4,254,6,5,40.7,Conditional
CASE02915,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Tamil Nadu,Salem,Low,6,4,9,396,4,2,48.41,Conditional
CASE02916,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Maharashtra,Pune,Medium,1,5,7,151,3,4,28.35,No
CASE02917,Bail Applications,Criminal Law,IPC-Hurt,Assam,Dibrugarh,High,4,5,9,287,3,2,3,No
CASE02918,Banking & Debt Recovery,Corporate Law,Contract-Breach,Rajasthan,Jaipur,Medium,10,6,7,385,9,5,53.01,Conditional
CASE02919,Intellectual Property,Civil Law,Design,Madhya Pradesh,Indore,Medium,7,2,5,297,2,5,66,Yes
CASE02920,Motor Accident Claims,Civil Law,Torts-Motor Accident,Madhya Pradesh,Jabalpur,Low,3,1,5,110,8,4,77,Yes
CASE02921,Real Estate & RERA,Property Law,Housing-Society,West Bengal,Howrah,Low,6,7,9,84,9,3,61,Yes
CASE02922,POCSO & Juvenile Justice,Criminal Law,IPC-Rape,Karnataka,Belgaum,Medium,7,4,8,162,1,5,29.12,No
CASE02923,Corporate & Commercial Law,Corporate Law,Shareholder-Issues,Assam,Nagaon,High,9,2,5,376,10,6,33,No
CASE02924,Real Estate & RERA,Property Law,Housing-Society,Bihar,Muzaffarpur,High,10,1,7,323,3,2,39.6,No
CASE02925,Motor Accident Claims,Civil Law,Torts-Motor Accident,Gujarat,Ahmedabad,Low,4,10,4,132,9,2,75,Yes
CASE02926,Environmental Law,Criminal Law,Environment-Forest,Haryana,Rohtak,Medium,4,10,8,248,7,3,21,No
CASE02927,Criminal Appeals,Criminal Law,IPC-Murder,Madhya Pradesh,Indore,High,3,9,5,149,6,6,13,No
CASE02928,Criminal Appeals,Criminal Law,IPC-Hurt,Rajasthan,Ajmer,Medium,8,6,9,172,5,2,27.9,No
CASE02929,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Assam,Silchar,Low,2,10,3,293,5,2,41,Conditional
CASE02930,Consumer Protection,Consumer Law,Practices-E-commerce,Uttar Pradesh,Agra,Medium,1,4,7,379,9,6,47.84,Conditional
CASE02931,Company / Insolvency (NCLT-NCLAT),Corporate Law,Arbitration-Enforcement,West Bengal,Asansol,Medium,9,9,5,41,2,3,57,Conditional
CASE02932,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Gujarat,Surat,Medium,7,2,9,53,1,5,38,No
CASE02933,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 19,Madhya Pradesh,Bhopal,Low,4,8,7,48,1,5,35,No
CASE02934,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Rajasthan,Jaipur,Low,8,9,4,290,2,5,60.45,Yes
CASE02935,Consumer Protection,Consumer Law,Products-Vehicles,Uttar Pradesh,Allahabad,Medium,3,4,8,105,8,4,40.48,Conditional
CASE02936,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Kerala,Kozhikode,Medium,5,7,5,322,4,6,18.7,No
CASE02937,POCSO & Juvenile Justice,Criminal Law,IPC-Gang Rape,Rajasthan,Ajmer,Medium,6,8,4,136,4,6,39.99,No
CASE02938,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Haryana,Rohtak,Medium,7,7,5,202,5,4,41,Conditional
CASE02939,Constitutional Law,Constitutional Law,Fundamental Rights-Article 15,Rajasthan,Jodhpur,Medium,9,7,3,30,3,3,28.83,No
CASE02940,Intellectual Property,Civil Law,Design,Rajasthan,Kota,Medium,9,10,8,170,4,6,62.31,Yes
CASE02941,Civil Suits,Civil Law,Torts-Motor Accident,Gujarat,Vadodara,Medium,6,5,8,341,8,3,53,Conditional
CASE02942,Intellectual Property,Civil Law,Trade Mark,Karnataka,Gulbarga,Medium,2,7,5,271,9,5,56.16,Conditional
CASE02943,Anti-Corruption & Vigilance,Criminal Law,IPC-Cheating,Uttar Pradesh,Ghaziabad,Medium,5,4,4,284,7,4,34.96,No
CASE02944,NI Act / Cheque Bounce,Criminal Law,IPC-Criminal Breach of Trust,Rajasthan,Jodhpur,Medium,1,5,7,374,2,3,28.83,No
CASE02945,Corporate & Commercial Law,Corporate Law,Director-Conflict,Haryana,Faridabad,Low,8,5,3,101,9,4,66,Yes
CASE02946,Bail Applications,Criminal Law,IPC-Hurt,Delhi,New Delhi,Medium,1,4,7,254,4,2,32.4,No
CASE02947,Constitutional Law,Constitutional Law,Writ-Habeas Corpus,Maharashtra,Nashik,High,10,10,6,257,8,2,16.8,No
CASE02948,Property Disputes,Property Law,Lease-Commercial,Punjab,Jalandhar,Medium,2,8,6,217,1,5,50,Conditional
CASE02949,Constitutional Law,Constitutional Law,Fundamental Rights-Article 14,Punjab,Patiala,Medium,1,4,4,175,4,3,10,No
CASE02950,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Gujarat,Rajkot,Medium,3,10,6,334,5,6,40,Conditional
CASE02951,Intellectual Property,Civil Law,Design,Haryana,Ambala,Medium,10,8,4,244,1,4,84,Yes
CASE02952,Corporate & Commercial Law,Corporate Law,Director-Conflict,Haryana,Panipat,Medium,4,2,9,331,10,3,22,No
CASE02953,Medical Negligence,Civil Law,Services-Health,Haryana,Faridabad,Medium,7,5,6,200,1,2,75,Yes
CASE02954,Insurance Claims,Consumer Law,Torts-Motor Accident,Delhi,North Delhi,High,10,1,9,187,10,6,38.88,No
CASE02955,Civil Suits,Civil Law,Contract-Breach,Delhi,Central Delhi,Medium,7,6,3,207,10,4,82.08,Yes
CASE02956,Immigration & Passport Matters,Administrative Law,Licensing,Tamil Nadu,Vellore,High,5,5,7,42,5,6,26.78,No
CASE02957,Bail Applications,Criminal Law,IPC-Assault,Uttar Pradesh,Ghaziabad,Medium,2,8,6,230,1,2,27.6,No
CASE02958,Criminal Appeals,Criminal Law,IPC-Cheating,Maharashtra,Nashik,Medium,2,4,8,54,2,6,18.9,No
CASE02959,Company / Insolvency (NCLT-NCLAT),Corporate Law,Insolvency,Rajasthan,Jodhpur,Low,10,1,4,39,1,3,71.61,Yes
CASE02960,Medical Negligence,Civil Law,Services-Health,Rajasthan,Udaipur,High,7,4,6,75,10,2,49.29,Conditional
CASE02961,Arbitration & Mediation,Corporate Law,Arbitration-Appointment,West Bengal,Howrah,Medium,3,10,9,83,8,2,22,No
CASE02962,Real Estate & RERA,Property Law,Housing-Society,Uttar Pradesh,Lucknow,High,6,1,3,366,7,6,35.88,No
CASE02963,Banking & Debt Recovery,Corporate Law,Insolvency,Delhi,New Delhi,Low,8,6,5,284,6,5,76.68,Yes
CASE02964,Anti-Corruption & Vigilance,Criminal Law,IPC-Criminal Breach of Trust,Kerala,Kochi,Low,3,6,6,264,9,2,55,Conditional
CASE02965,Labour & Employment Disputes,Labour Law,Termination-Retirement,West Bengal,Kolkata,Low,5,3,3,373,10,3,70,Yes
CASE02966,Banking & Debt Recovery,Corporate Law,Contract-Breach,Uttar Pradesh,Meerut,Low,5,8,4,303,9,2,51.52,Conditional
CASE02967,Real Estate & RERA,Property Law,Lease-Residential,Uttar Pradesh,Kanpur,Medium,6,5,6,218,8,5,57.04,Conditional
CASE02968,Writ Petitions,Constitutional Law,Writ-Prohibition,Haryana,Faridabad,Medium,9,8,6,379,5,3,28,No
CASE02969,Tax Law (Direct & Indirect),Administrative Law,Taxation-Service,Bihar,Patna,Low,10,10,7,231,10,6,73.92,Yes
CASE02970,Bail Applications,Criminal Law,IPC-Assault,Gujarat,Surat,Low,2,8,7,268,6,4,41,Conditional
CASE02971,Corporate & Commercial Law,Corporate Law,Director-Conflict,Rajasthan,Ajmer,Medium,9,4,5,299,1,2,56.73,Conditional
CASE02972,Immigration & Passport Matters,Administrative Law,Licensing,Gujarat,Jamnagar,Low,4,9,3,217,3,3,63,Yes
CASE02973,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 15,Tamil Nadu,Madurai,Medium,10,7,6,272,1,3,37.08,No
CASE02974,Civil Suits,Civil Law,Torts-Motor Accident,Bihar,Munger,Medium,2,5,3,86,2,2,52.8,Conditional
CASE02975,Intellectual Property,Civil Law,Copyright,Gujarat,Jamnagar,Medium,4,1,3,168,10,5,57,Conditional
CASE02976,Environmental Law,Criminal Law,Environment-Forest,Assam,Silchar,Low,9,1,3,184,7,6,64,Yes
CASE02977,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Hacking,Karnataka,Mangalore,High,6,4,5,35,4,2,27.04,No
CASE02978,POCSO & Juvenile Justice,Criminal Law,IPC-Acid Attack,Uttar Pradesh,Agra,Low,2,7,4,51,9,6,42.32,Conditional
CASE02979,Environmental Law,Criminal Law,Environment-Pollution,Madhya Pradesh,Jabalpur,High,8,7,3,129,9,3,31,No
CASE02980,Cyber Crime & IT Act,Criminal Law,Cyber Crime-Phishing,Tamil Nadu,Salem,Low,9,2,6,202,4,5,63.86,Yes
CASE02981,Corporate & Commercial Law,Corporate Law,Shareholder-Issues,Madhya Pradesh,Indore,Low,4,10,4,121,6,4,52,Conditional
CASE02982,Human Rights & PIL,Constitutional Law,Fundamental Rights-Article 21,Karnataka,Mysore,Low,10,8,3,90,4,2,54.08,Conditional
CASE02983,Banking & Debt Recovery,Corporate Law,Insolvency,Delhi,North Delhi,Medium,9,2,6,120,2,4,66.96,Yes
CASE02984,Writ Petitions,Constitutional Law,Writ-Quo Warranto,Karnataka,Belgaum,Medium,9,9,4,290,10,5,30.16,No
CASE02985,Insurance Claims,Consumer Law,Services-Insurance,Bihar,Gaya,High,10,9,5,354,7,5,50.16,Conditional
CASE02986,Arbitration & Mediation,Corporate Law,Arbitration-International,Tamil Nadu,Tirunelveli,Medium,8,9,6,104,5,6,59.74,Conditional
CASE02987,Immigration & Passport Matters,Administrative Law,Licensing,Punjab,Bathinda,Medium,4,5,5,282,9,6,51,Conditional
CASE02988,Medical Negligence,Civil Law,Services-Health,Punjab,Ludhiana,Medium,4,1,7,350,1,3,64,Yes
CASE02989,NI Act / Cheque Bounce,Criminal Law,IPC-Cheating,Madhya Pradesh,Indore,High,4,2,7,260,6,5,14,No
CASE02990,Medical Negligence,Civil Law,Services-Health,Madhya Pradesh,Gwalior,Medium,10,10,9,109,9,3,70,Yes
CASE02991,Labour & Employment Disputes,Labour Law,Compensation-Accident,Uttar Pradesh,Noida,Medium,3,1,3,42,6,2,46,Conditional
CASE02992,Motor Accident Claims,Civil Law,Torts-Motor Accident,Tamil Nadu,Erode,Low,8,5,6,367,10,6,87.55,Yes
CASE02993,Family Disputes,Family Law,Inheritance-Intestate,Maharashtra,Thane,Medium,1,9,8,226,4,2,49.35,Conditional
CASE02994,Bail Applications,Criminal Law,IPC-Murder,Punjab,Bathinda,High,6,2,8,90,8,4,7,No
CASE02995,Environmental Law,Criminal Law,Environment-Pollution,Kerala,Kozhikode,High,6,4,9,137,7,2,11,No
CASE02996,Property Disputes,Property Law,Building-Construction,Maharashtra,Navi Mumbai,Medium,4,3,4,91,8,5,59.85,Conditional
CASE02997,Arbitration & Mediation,Corporate Law,Arbitration-Enforcement,Haryana,Ambala,High,7,6,6,182,4,6,29,No
